DonationID,AlumniID,DonationAmount,DonationType,DonationMethod,DonationDate,Purpose,IsAnonymous,TaxDeductible,RecurringFrequency,Status
DON000809,ALM00237,50000,One-Time Gift,Stock,2024-03-13,Infrastructure,False,True,,Completed
DON000810,ALM00247,25000,Major Gift,Wire Transfer,2024-01-25,General Fund,False,True,Quarterly,Completed
DON000811,ALM02595,169,Pledge,Stock,2025-04-08,Research,False,True,,Completed
DON000812,ALM02108,443,One-Time Gift,Check,2024-01-28,Infrastructure,False,True,Annual,Completed
DON000813,ALM02381,79,Recurring Monthly,Check,2024-07-15,Infrastructure,False,True,Monthly,Completed
DON000814,ALM02127,50000,Pledge,Check,2024-10-10,Research,False,True,,Completed
DON000815,ALM00202,343,Pledge,Check,2024-08-26,Research,False,True,,Completed
DON000816,ALM02491,219,Major Gift,Credit Card,2023-12-01,Research,False,True,Monthly,Completed
DON000817,ALM01631,226,Major Gift,Bank Transfer,2024-01-22,Infrastructure,False,False,,Completed
DON000818,ALM00200,10000,Recurring Monthly,Wire Transfer,2025-10-18,Endowment,False,True,Monthly,Completed
DON000819,ALM02961,276,One-Time Gift,Credit Card,2025-07-12,Endowment,False,True,,Completed
DON000820,ALM00135,205,One-Time Gift,Credit Card,2025-04-15,Scholarship,False,True,,Completed
DON000821,ALM02719,100000,Major Gift,Check,2024-02-12,Scholarship,False,True,,Completed
DON000822,ALM01389,320,In-Kind,Stock,2024-01-31,General Fund,False,True,,Completed
DON000823,ALM03324,250000,Major Gift,Wire Transfer,2025-04-26,Scholarship,False,True,Quarterly,Completed
DON000824,ALM01529,277,Recurring Monthly,Stock,2025-04-26,Research,False,True,,Completed
DON000825,ALM00732,467,Recurring Monthly,Credit Card,2024-04-13,Endowment,False,True,Quarterly,Completed
DON000826,ALM01000,72,Pledge,Bank Transfer,2024-01-28,General Fund,False,True,,Completed
DON000827,ALM01509,256,Pledge,Stock,2024-11-25,General Fund,False,True,,Completed
DON000828,ALM01759,366,Recurring Monthly,Wire Transfer,2023-12-06,Infrastructure,False,True,,Completed
DON000829,ALM02460,70,In-Kind,Stock,2025-08-12,Infrastructure,True,True,,Completed
DON000830,ALM00525,432,One-Time Gift,Wire Transfer,2024-08-12,Endowment,False,True,,Completed
DON000831,ALM01808,126,One-Time Gift,Stock,2024-09-30,Scholarship,False,True,,Completed
DON000832,ALM03497,311,Major Gift,Credit Card,2023-11-24,Endowment,False,True,,Completed
DON000833,ALM00880,250000,One-Time Gift,Bank Transfer,2024-12-31,Endowment,False,True,,Pending
DON000834,ALM03003,100000,Major Gift,Stock,2023-11-22,Endowment,False,True,Quarterly,Completed
DON000835,ALM02364,460,One-Time Gift,Credit Card,2024-03-16,Scholarship,False,True,,Completed
DON000836,ALM00086,377,Recurring Monthly,Wire Transfer,2024-02-22,Research,False,False,,Completed
DON000837,ALM00728,163,In-Kind,Credit Card,2024-11-25,Endowment,True,True,Annual,Completed
DON000838,ALM02126,497,In-Kind,Check,2024-10-09,Infrastructure,False,True,,Completed
DON000839,ALM02343,178,In-Kind,Check,2024-12-15,Endowment,True,True,,Pending
DON000840,ALM02240,354,Pledge,Check,2024-02-23,General Fund,False,True,,Completed
DON000841,ALM03292,107,One-Time Gift,Wire Transfer,2024-11-29,Infrastructure,False,True,Monthly,Completed
DON000842,ALM03345,102,Major Gift,Bank Transfer,2024-03-03,Scholarship,False,True,,Completed
DON000843,ALM02778,249,Major Gift,Bank Transfer,2024-05-22,General Fund,False,True,,Completed
DON000844,ALM01121,170,Recurring Monthly,Bank Transfer,2025-10-08,General Fund,True,True,,Pending
DON000845,ALM01746,82,Major Gift,Wire Transfer,2024-08-27,Scholarship,False,True,,Completed
DON000846,ALM01491,329,One-Time Gift,Wire Transfer,2023-12-30,Endowment,True,True,,Completed
DON000847,ALM02983,219,Pledge,Bank Transfer,2024-08-12,Scholarship,False,True,,Completed
DON000848,ALM02941,100000,One-Time Gift,Stock,2025-05-04,Research,False,True,Annual,Completed
DON000849,ALM01215,245,In-Kind,Stock,2025-04-18,Infrastructure,True,True,Quarterly,Completed
DON000850,ALM02703,203,Recurring Monthly,Credit Card,2024-12-30,General Fund,False,True,,Completed
DON000851,ALM01558,80,In-Kind,Check,2025-02-14,General Fund,False,True,Monthly,Completed
DON000852,ALM01695,256,Pledge,Stock,2025-09-25,General Fund,False,True,Quarterly,Completed
DON000853,ALM00511,191,Pledge,Stock,2025-10-05,Research,False,False,Monthly,Completed
DON000854,ALM02853,426,Major Gift,Stock,2024-09-27,Scholarship,False,True,,Completed
DON000855,ALM00842,10000,Recurring Monthly,Wire Transfer,2025-06-09,Endowment,False,True,,Completed
DON000856,ALM01102,91,Pledge,Wire Transfer,2024-01-12,Infrastructure,False,True,,Pending
DON000857,ALM03465,145,Major Gift,Bank Transfer,2024-12-08,General Fund,True,True,,Completed
DON000858,ALM02550,465,Pledge,Stock,2024-09-17,Scholarship,False,True,,Completed
DON000859,ALM00786,436,One-Time Gift,Check,2025-06-26,Endowment,False,True,,Completed
DON000860,ALM00861,344,Major Gift,Check,2025-02-28,General Fund,False,True,,Pending
DON000861,ALM00284,100000,Recurring Monthly,Stock,2024-07-28,Scholarship,False,True,,Completed
DON000862,ALM01485,229,Pledge,Wire Transfer,2025-07-28,Research,False,True,,Completed
DON000863,ALM00791,259,Major Gift,Wire Transfer,2024-05-13,General Fund,False,True,,Completed
DON000864,ALM00939,10000,Major Gift,Stock,2024-06-16,General Fund,False,True,,Completed
DON000865,ALM00844,377,Recurring Monthly,Stock,2023-12-05,Research,False,True,,Completed
DON000866,ALM02510,453,Major Gift,Wire Transfer,2025-08-16,Scholarship,False,False,Quarterly,Completed
DON000867,ALM00838,10000,Recurring Monthly,Bank Transfer,2024-05-16,General Fund,False,True,,Completed
DON000868,ALM02256,358,Pledge,Credit Card,2025-05-03,Research,False,True,,Completed
DON000869,ALM02709,160,In-Kind,Check,2025-01-02,General Fund,False,True,,Completed
DON000870,ALM00989,482,In-Kind,Wire Transfer,2024-10-01,Research,False,True,,Completed
DON000871,ALM03360,415,Recurring Monthly,Check,2025-04-20,General Fund,False,True,,Completed
DON000872,ALM00916,100000,In-Kind,Check,2025-07-17,Infrastructure,False,False,,Completed
DON000873,ALM02573,467,Recurring Monthly,Credit Card,2024-04-19,General Fund,False,True,Quarterly,Completed
DON000874,ALM00222,210,One-Time Gift,Wire Transfer,2023-11-07,Research,False,True,Monthly,Completed
DON000875,ALM01063,50,In-Kind,Bank Transfer,2025-07-31,General Fund,False,True,Monthly,Pending
DON000876,ALM01681,10000,One-Time Gift,Stock,2025-10-25,Infrastructure,True,False,,Completed
DON000877,ALM00375,223,One-Time Gift,Check,2024-11-18,General Fund,False,True,,Completed
DON000878,ALM02244,100000,In-Kind,Wire Transfer,2024-03-12,Endowment,False,True,,Completed
DON000879,ALM00367,315,Recurring Monthly,Bank Transfer,2024-11-21,Scholarship,True,True,,Completed
DON000880,ALM01204,498,One-Time Gift,Stock,2024-03-25,Research,False,True,,Completed
DON000881,ALM03044,10000,Major Gift,Wire Transfer,2023-12-13,General Fund,False,True,,Completed
DON000882,ALM01827,200,Major Gift,Wire Transfer,2024-02-24,Infrastructure,True,True,,Completed
DON000883,ALM00819,100000,Recurring Monthly,Wire Transfer,2025-07-19,Infrastructure,False,True,,Completed
DON000884,ALM01442,327,In-Kind,Stock,2025-04-16,Infrastructure,False,True,,Completed
DON000885,ALM01331,241,Pledge,Wire Transfer,2025-10-30,Infrastructure,False,True,,Declined
DON000886,ALM03319,247,In-Kind,Wire Transfer,2025-05-07,Scholarship,False,True,,Completed
DON000887,ALM02772,10000,In-Kind,Check,2025-04-03,Research,False,True,,Completed
DON000888,ALM00019,361,Recurring Monthly,Bank Transfer,2024-06-02,Research,False,True,,Completed
DON000889,ALM01839,346,Major Gift,Bank Transfer,2025-05-04,Endowment,True,True,Quarterly,Completed
DON000890,ALM01107,255,In-Kind,Check,2024-12-24,Scholarship,False,True,,Completed
DON000891,ALM02172,420,Recurring Monthly,Check,2024-06-30,Scholarship,False,True,Quarterly,Completed
DON000892,ALM01713,499,Recurring Monthly,Check,2025-09-29,Scholarship,False,True,,Completed
DON000893,ALM00268,111,One-Time Gift,Stock,2024-03-19,Endowment,False,True,,Completed
DON000894,ALM01150,393,Major Gift,Credit Card,2025-06-15,Infrastructure,False,False,,Completed
DON000895,ALM02478,250000,Major Gift,Check,2024-06-21,General Fund,False,True,,Completed
DON000896,ALM00743,345,One-Time Gift,Credit Card,2024-02-06,Research,False,True,Monthly,Completed
DON000897,ALM01049,274,In-Kind,Check,2024-06-08,Endowment,False,True,,Completed
DON000898,ALM02658,271,Major Gift,Check,2024-02-23,Endowment,False,True,,Completed
DON000899,ALM00687,100000,Recurring Monthly,Check,2024-01-09,Research,False,True,,Completed
DON000900,ALM00596,53,In-Kind,Credit Card,2025-07-13,General Fund,False,True,,Completed
DON000901,ALM02959,378,Major Gift,Wire Transfer,2024-06-19,Scholarship,False,True,,Declined
DON000902,ALM00474,125,Pledge,Check,2024-11-01,Infrastructure,False,True,,Completed
DON000903,ALM02260,154,Pledge,Check,2023-12-07,Infrastructure,False,True,Quarterly,Completed
DON000904,ALM00975,250000,Recurring Monthly,Credit Card,2023-11-03,Scholarship,False,True,,Completed
DON000905,ALM00879,50000,Major Gift,Stock,2025-02-02,Research,False,True,,Completed
DON000906,ALM00243,409,Major Gift,Bank Transfer,2024-02-18,Infrastructure,False,True,,Completed
DON000907,ALM00243,266,Pledge,Stock,2024-12-14,General Fund,False,True,,Completed
DON000908,ALM02396,352,Pledge,Wire Transfer,2024-12-28,Scholarship,False,True,,Completed
DON000909,ALM01778,466,One-Time Gift,Credit Card,2025-04-03,Endowment,False,True,Quarterly,Completed
DON000910,ALM02280,440,Pledge,Wire Transfer,2024-10-19,Infrastructure,True,True,,Completed
DON000911,ALM01560,345,Major Gift,Stock,2024-11-03,General Fund,False,True,Quarterly,Completed
DON000912,ALM01243,119,Major Gift,Check,2024-05-07,Scholarship,False,True,,Completed
DON000913,ALM02803,496,In-Kind,Credit Card,2024-02-18,General Fund,False,True,,Completed
DON000914,ALM02480,50000,In-Kind,Wire Transfer,2024-03-11,Research,False,True,,Completed
DON000915,ALM02613,76,Recurring Monthly,Check,2025-09-17,Endowment,False,True,,Completed
DON000916,ALM01841,25000,Recurring Monthly,Credit Card,2024-01-12,Endowment,False,True,,Completed
DON000917,ALM02120,396,Major Gift,Credit Card,2025-03-16,Scholarship,False,True,Quarterly,Completed
DON000918,ALM00176,291,In-Kind,Stock,2024-02-18,Research,False,True,Monthly,Completed
DON000919,ALM01383,317,In-Kind,Stock,2024-08-15,Endowment,False,True,,Completed
DON000920,ALM03184,247,In-Kind,Check,2023-11-08,Endowment,False,True,,Completed
DON000921,ALM01992,279,In-Kind,Stock,2024-03-14,Scholarship,False,True,,Completed
DON000922,ALM02768,53,Recurring Monthly,Wire Transfer,2024-11-11,Infrastructure,True,True,,Completed
DON000923,ALM00560,104,One-Time Gift,Stock,2024-01-28,General Fund,False,True,,Completed
DON000924,ALM01076,142,Major Gift,Check,2025-05-18,Endowment,False,True,Monthly,Completed
DON000925,ALM03293,25000,In-Kind,Check,2024-05-17,Infrastructure,False,True,,Completed
DON000926,ALM00489,25000,Recurring Monthly,Credit Card,2023-12-24,Endowment,False,True,,Completed
DON000927,ALM01122,100000,One-Time Gift,Stock,2024-07-17,Endowment,False,True,,Completed
DON000928,ALM02482,475,Recurring Monthly,Credit Card,2024-12-07,General Fund,False,True,,Completed
DON000929,ALM00374,87,Recurring Monthly,Credit Card,2024-05-23,Scholarship,False,True,,Completed
DON000930,ALM03009,301,Pledge,Check,2024-01-10,Scholarship,False,True,Annual,Completed
DON000931,ALM02385,136,One-Time Gift,Stock,2024-05-03,Endowment,False,True,,Completed
DON000932,ALM00096,333,Major Gift,Stock,2025-03-04,Infrastructure,False,True,,Completed
DON000933,ALM02724,475,One-Time Gift,Check,2023-12-03,Research,False,True,,Pending
DON000934,ALM01975,327,Pledge,Check,2025-04-06,Endowment,False,True,,Completed
DON000935,ALM03287,112,Major Gift,Bank Transfer,2024-01-14,Scholarship,False,True,,Completed
DON000936,ALM03042,117,Pledge,Stock,2025-09-19,Research,False,True,,Completed
DON000937,ALM03453,25000,In-Kind,Wire Transfer,2025-06-16,Endowment,False,False,,Completed
DON000938,ALM01518,250000,Major Gift,Stock,2025-05-14,General Fund,False,True,,Completed
DON000939,ALM03350,25000,Pledge,Wire Transfer,2024-01-30,Infrastructure,False,True,,Completed
DON000940,ALM00880,143,In-Kind,Bank Transfer,2025-10-11,Infrastructure,False,True,,Completed
DON000941,ALM00879,348,Major Gift,Wire Transfer,2024-07-22,Scholarship,False,True,,Completed
DON000942,ALM02427,250000,Pledge,Stock,2024-11-25,General Fund,False,True,,Completed
DON000943,ALM01911,250000,Pledge,Stock,2024-01-28,Scholarship,False,True,,Completed
DON000944,ALM01817,25000,One-Time Gift,Check,2023-12-24,General Fund,False,True,Monthly,Completed
DON000945,ALM03079,453,Pledge,Check,2024-08-19,Infrastructure,False,True,Monthly,Completed
DON000946,ALM01955,108,Recurring Monthly,Check,2024-10-10,General Fund,True,True,,Completed
DON000947,ALM02685,50000,Pledge,Bank Transfer,2025-07-15,Scholarship,True,True,,Completed
DON000948,ALM02410,334,Pledge,Credit Card,2025-09-30,General Fund,False,True,,Completed
DON000949,ALM00416,308,In-Kind,Stock,2025-08-24,General Fund,True,True,,Completed
DON000950,ALM00923,10000,Recurring Monthly,Check,2025-04-10,Scholarship,False,False,Monthly,Completed
DON000951,ALM03306,250000,Pledge,Check,2024-10-24,General Fund,False,True,Quarterly,Completed
DON000952,ALM02571,10000,In-Kind,Wire Transfer,2024-04-12,Infrastructure,False,True,Annual,Completed
DON000953,ALM00018,257,Recurring Monthly,Bank Transfer,2025-02-06,General Fund,False,True,,Completed
DON000954,ALM02640,10000,In-Kind,Bank Transfer,2025-08-17,Scholarship,False,True,,Completed
DON000955,ALM01127,50000,Recurring Monthly,Wire Transfer,2024-05-11,General Fund,False,True,,Declined
DON000956,ALM01120,133,Recurring Monthly,Check,2024-03-20,Research,False,True,,Completed
DON000957,ALM02960,122,Recurring Monthly,Credit Card,2024-04-06,Scholarship,False,True,,Completed
DON000958,ALM02439,25000,Pledge,Check,2024-07-12,Endowment,False,True,,Completed
DON000959,ALM00359,10000,In-Kind,Bank Transfer,2025-09-24,Endowment,False,True,,Completed
DON000960,ALM03079,257,One-Time Gift,Wire Transfer,2024-02-03,Endowment,True,True,,Completed
DON000961,ALM00149,10000,In-Kind,Stock,2024-12-05,Infrastructure,False,True,,Completed
DON000962,ALM01503,250000,Major Gift,Credit Card,2024-09-09,Research,False,True,,Completed
DON000963,ALM02410,50000,Major Gift,Bank Transfer,2025-06-16,Scholarship,False,True,Monthly,Completed
DON000964,ALM02520,457,In-Kind,Credit Card,2025-01-18,Scholarship,False,True,,Declined
DON000965,ALM01027,10000,Pledge,Wire Transfer,2025-08-30,Infrastructure,False,True,,Completed
DON000966,ALM02955,10000,In-Kind,Credit Card,2025-10-08,General Fund,False,True,Monthly,Completed
DON000967,ALM01648,305,One-Time Gift,Bank Transfer,2025-02-17,Research,False,True,Quarterly,Completed
DON000968,ALM00222,50000,Major Gift,Credit Card,2025-01-02,General Fund,False,True,Annual,Completed
DON000969,ALM00028,446,Major Gift,Check,2024-06-18,Scholarship,False,True,,Completed
DON000970,ALM03229,170,In-Kind,Bank Transfer,2025-06-09,Scholarship,False,True,,Completed
DON000971,ALM02154,338,Major Gift,Check,2024-07-03,Infrastructure,False,True,,Completed
DON000972,ALM03495,193,In-Kind,Check,2024-02-29,Infrastructure,False,True,,Completed
DON000973,ALM01283,230,Pledge,Bank Transfer,2024-05-27,Scholarship,False,True,,Pending
DON000974,ALM01096,256,Major Gift,Bank Transfer,2024-05-30,Infrastructure,False,True,,Completed
DON000975,ALM00249,398,Major Gift,Stock,2023-12-25,Research,False,False,,Completed
DON000976,ALM02108,50000,One-Time Gift,Stock,2024-09-13,Scholarship,False,True,,Completed
DON000977,ALM01651,250000,Recurring Monthly,Wire Transfer,2025-02-27,Scholarship,False,True,,Completed
DON000978,ALM01681,473,Major Gift,Wire Transfer,2023-12-13,Scholarship,False,True,,Completed
DON000979,ALM02810,283,Pledge,Bank Transfer,2024-01-28,Infrastructure,False,True,,Completed
DON000980,ALM00204,253,Pledge,Credit Card,2024-11-12,General Fund,False,True,,Pending
DON000981,ALM00109,335,Major Gift,Check,2024-06-13,Endowment,False,True,,Completed
DON000982,ALM00296,366,One-Time Gift,Stock,2024-03-09,Scholarship,False,True,,Completed
DON000983,ALM01889,476,In-Kind,Stock,2025-09-03,Scholarship,False,True,Annual,Declined
DON000984,ALM02960,384,Major Gift,Stock,2025-10-15,General Fund,True,True,Annual,Completed
DON000985,ALM00891,182,One-Time Gift,Credit Card,2024-10-13,Infrastructure,False,True,,Completed
DON000986,ALM03077,190,Pledge,Bank Transfer,2023-12-15,Research,False,True,Annual,Completed
DON000987,ALM00537,123,Recurring Monthly,Stock,2024-08-04,Infrastructure,False,True,,Completed
DON000988,ALM02828,386,Recurring Monthly,Credit Card,2025-02-11,General Fund,False,True,Quarterly,Completed
DON000989,ALM02841,367,Pledge,Stock,2024-02-12,General Fund,False,True,,Declined
DON000990,ALM02653,490,Recurring Monthly,Wire Transfer,2024-08-02,Scholarship,False,True,Quarterly,Completed
DON000991,ALM00131,100000,Pledge,Wire Transfer,2025-05-24,Scholarship,False,True,Annual,Completed
DON000992,ALM00411,25000,Major Gift,Check,2024-05-09,Infrastructure,False,True,,Completed
DON000993,ALM02519,147,One-Time Gift,Credit Card,2024-02-25,Research,False,True,Monthly,Declined
DON000994,ALM02149,371,Recurring Monthly,Check,2024-05-03,Scholarship,False,True,,Completed
DON000995,ALM03144,282,Pledge,Stock,2024-06-13,Scholarship,False,False,,Completed
DON000996,ALM00482,249,Recurring Monthly,Stock,2024-11-17,General Fund,False,True,,Completed
DON000997,ALM03191,499,Pledge,Bank Transfer,2024-08-12,Infrastructure,False,True,Monthly,Completed
DON000998,ALM00984,226,Major Gift,Wire Transfer,2025-01-23,Infrastructure,False,True,Annual,Completed
DON000999,ALM03278,99,Pledge,Wire Transfer,2024-06-07,General Fund,False,True,,Completed
DON001000,ALM02945,488,In-Kind,Wire Transfer,2024-12-21,Infrastructure,True,True,,Completed
DON001001,ALM01239,100000,One-Time Gift,Stock,2025-06-14,Research,False,True,,Completed
DON001002,ALM03115,372,Recurring Monthly,Credit Card,2024-12-16,Endowment,False,True,,Completed
DON001003,ALM02603,290,Major Gift,Stock,2025-07-01,Research,False,True,,Completed
DON001004,ALM01783,100000,One-Time Gift,Bank Transfer,2024-08-06,General Fund,True,True,,Completed
DON001005,ALM00059,50000,Recurring Monthly,Stock,2024-01-26,General Fund,False,True,,Completed
DON001006,ALM01863,57,Major Gift,Bank Transfer,2025-02-27,General Fund,False,False,,Completed
DON001007,ALM00829,450,One-Time Gift,Check,2024-02-05,Research,True,True,,Completed
DON001008,ALM01577,100000,In-Kind,Check,2024-11-03,General Fund,False,True,,Completed
DON001009,ALM00380,462,In-Kind,Wire Transfer,2024-10-08,General Fund,False,True,,Completed
