RSVPID,AlumniID,EventID,RSVPStatus,RSVPDate,GuestCount,SpecialRequirements,CheckInStatus
RSP001554,ALM00613,EVT00059,Confirmed,2024-09-25,1,,Yes
RSP001555,ALM03127,EVT00147,Declined,2025-02-05,0,Vegetarian,Not Yet
RSP001556,ALM01078,EVT00076,Confirmed,2025-06-01,2,,No
RSP001557,ALM02637,EVT00004,Confirmed,2023-12-28,1,,Not Yet
RSP001558,ALM00233,EVT00041,Tentative,2023-10-22,3,,Not Yet
RSP001559,ALM02685,EVT00041,Tentative,2023-10-14,3,,Not Yet
RSP001560,ALM03489,EVT00023,Confirmed,2024-12-03,4,,Yes
RSP001561,ALM02172,EVT00114,Confirmed,2023-11-14,1,,No
RSP001562,ALM01677,EVT00024,Declined,2026-01-19,4,,Not Yet
RSP001563,ALM00543,EVT00091,Declined,2025-04-03,4,,Yes
RSP001564,ALM01164,EVT00064,Not Responded,2025-06-22,1,,Not Yet
RSP001565,ALM00306,EVT00037,Confirmed,2026-03-30,1,,Not Yet
RSP001566,ALM02751,EVT00057,Not Responded,2026-03-09,0,,No
RSP001567,ALM01294,EVT00058,Declined,2024-12-29,3,,Yes
RSP001568,ALM00408,EVT00145,Not Responded,2024-11-27,1,,Not Yet
RSP001569,ALM03410,EVT00123,Tentative,2024-10-31,1,,Not Yet
RSP001570,ALM02174,EVT00001,Declined,2024-09-12,3,,Yes
RSP001571,ALM01362,EVT00066,Confirmed,2025-07-18,2,Wheelchair Access,Yes
RSP001572,ALM02139,EVT00002,Confirmed,2024-10-27,3,,Yes
RSP001573,ALM02591,EVT00102,Confirmed,2024-12-21,0,,Yes
RSP001574,ALM02523,EVT00142,Confirmed,2026-03-10,0,,Yes
RSP001575,ALM01919,EVT00079,Confirmed,2025-08-27,1,Vegetarian,No
RSP001576,ALM02041,EVT00022,Declined,2026-01-01,0,,Yes
RSP001577,ALM02328,EVT00089,Confirmed,2025-02-09,2,Vegetarian,No
RSP001578,ALM01673,EVT00105,Confirmed,2025-04-11,4,,Yes
RSP001579,ALM00375,EVT00079,Not Responded,2025-09-29,0,,No
RSP001580,ALM03407,EVT00130,Confirmed,2025-01-10,1,,Yes
RSP001581,ALM02335,EVT00127,Not Responded,2024-12-04,1,,Not Yet
RSP001582,ALM03119,EVT00119,Confirmed,2025-06-30,1,Wheelchair Access,No
RSP001583,ALM02331,EVT00052,Not Responded,2025-11-27,1,Vegetarian,No
RSP001584,ALM01808,EVT00139,Tentative,2025-03-19,0,,Yes
RSP001585,ALM01954,EVT00032,Confirmed,2024-09-27,0,,Yes
RSP001586,ALM00083,EVT00064,Confirmed,2025-06-17,1,,No
RSP001587,ALM00592,EVT00113,Confirmed,2024-11-04,4,,Yes
RSP001588,ALM01024,EVT00122,Confirmed,2024-03-28,1,Gluten-Free,Yes
RSP001589,ALM00471,EVT00064,Confirmed,2025-07-07,0,,Yes
RSP001590,ALM03097,EVT00004,Confirmed,2023-11-28,0,,Yes
RSP001591,ALM01470,EVT00141,Not Responded,2024-04-22,1,,Not Yet
RSP001592,ALM03142,EVT00083,Declined,2026-02-18,1,,Yes
RSP001593,ALM03330,EVT00079,Confirmed,2025-09-04,3,,Not Yet
RSP001594,ALM00439,EVT00020,Declined,2024-09-08,4,Vegan,Yes
RSP001595,ALM01615,EVT00145,Not Responded,2024-11-11,1,,Yes
RSP001596,ALM01569,EVT00100,Declined,2024-12-11,0,,Not Yet
RSP001597,ALM00415,EVT00049,Confirmed,2024-05-30,4,,Not Yet
RSP001598,ALM02249,EVT00135,Confirmed,2024-04-29,2,,No
RSP001599,ALM01643,EVT00091,Confirmed,2025-04-01,0,,Yes
RSP001600,ALM03004,EVT00004,Confirmed,2023-12-03,2,Gluten-Free,No
RSP001601,ALM01945,EVT00027,Declined,2025-02-12,3,,Yes
RSP001602,ALM00016,EVT00025,Confirmed,2025-11-18,2,Gluten-Free,Yes
RSP001603,ALM02444,EVT00045,Confirmed,2025-11-19,1,,Yes
RSP001604,ALM00965,EVT00077,Confirmed,2025-07-12,0,,Yes
RSP001605,ALM02058,EVT00130,Declined,2024-12-06,0,,Yes
RSP001606,ALM01657,EVT00034,Declined,2024-12-10,0,,Yes
RSP001607,ALM00335,EVT00045,Declined,2025-11-21,0,,No
RSP001608,ALM02545,EVT00094,Tentative,2024-04-17,4,,Not Yet
RSP001609,ALM02182,EVT00096,Not Responded,2024-08-06,2,,No
RSP001610,ALM00378,EVT00031,Not Responded,2025-10-08,1,,Not Yet
RSP001611,ALM03492,EVT00006,Confirmed,2024-09-16,3,Wheelchair Access,Yes
RSP001612,ALM00377,EVT00140,Declined,2024-01-28,2,,Yes
RSP001613,ALM01650,EVT00091,Not Responded,2025-03-17,1,,No
RSP001614,ALM01822,EVT00123,Confirmed,2024-10-19,1,,Yes
RSP001615,ALM00820,EVT00002,Confirmed,2024-09-27,1,,Yes
RSP001616,ALM00855,EVT00012,Declined,2025-05-03,0,,Yes
RSP001617,ALM00437,EVT00036,Tentative,2023-10-14,4,,Yes
RSP001618,ALM00286,EVT00008,Confirmed,2024-03-16,3,,No
RSP001619,ALM03025,EVT00037,Confirmed,2026-03-18,0,,Yes
RSP001620,ALM01624,EVT00018,Tentative,2024-07-15,0,Vegetarian,Yes
RSP001621,ALM02753,EVT00041,Tentative,2023-10-25,2,,Yes
RSP001622,ALM01202,EVT00125,Confirmed,2024-05-26,2,,Yes
RSP001623,ALM00325,EVT00118,Confirmed,2025-09-21,1,,No
RSP001624,ALM02811,EVT00016,Confirmed,2024-04-20,3,,Yes
RSP001625,ALM03089,EVT00140,Declined,2024-01-02,0,,Yes
RSP001626,ALM03033,EVT00111,Declined,2024-02-15,2,,Yes
RSP001627,ALM00879,EVT00089,Not Responded,2025-01-31,4,,Yes
RSP001628,ALM01986,EVT00003,Declined,2025-10-21,0,,Not Yet
RSP001629,ALM02908,EVT00049,Confirmed,2024-05-15,4,Gluten-Free,Yes
RSP001630,ALM00122,EVT00141,Not Responded,2024-04-25,1,,Not Yet
RSP001631,ALM02150,EVT00106,Tentative,2025-03-22,0,Wheelchair Access,Yes
RSP001632,ALM02241,EVT00149,Confirmed,2025-06-08,2,,Yes
RSP001633,ALM00062,EVT00077,Tentative,2025-07-17,3,Wheelchair Access,Yes
RSP001634,ALM03021,EVT00092,Declined,2024-10-28,0,,Yes
RSP001635,ALM02709,EVT00040,Tentative,2026-01-24,3,Wheelchair Access,Not Yet
RSP001636,ALM02503,EVT00054,Confirmed,2024-03-08,1,,Not Yet
RSP001637,ALM01138,EVT00021,Confirmed,2025-12-19,0,,No
RSP001638,ALM03006,EVT00100,Confirmed,2024-11-17,2,,Yes
RSP001639,ALM03129,EVT00032,Confirmed,2024-10-29,0,,Yes
RSP001640,ALM02417,EVT00030,Confirmed,2024-10-07,0,,Yes
RSP001641,ALM02631,EVT00091,Tentative,2025-03-11,1,,Not Yet
RSP001642,ALM02940,EVT00084,Confirmed,2025-07-07,1,,No
RSP001643,ALM03382,EVT00076,Confirmed,2025-06-01,4,,Yes
RSP001644,ALM02088,EVT00097,Declined,2024-08-10,1,,Yes
RSP001645,ALM02580,EVT00135,Not Responded,2024-05-23,0,,Yes
RSP001646,ALM01980,EVT00074,Tentative,2024-11-26,3,,No
RSP001647,ALM03177,EVT00029,Declined,2024-06-13,2,,No
RSP001648,ALM01735,EVT00085,Declined,2025-08-08,3,,Not Yet
RSP001649,ALM02678,EVT00011,Confirmed,2023-10-11,1,,No
RSP001650,ALM01024,EVT00088,Tentative,2024-12-15,4,,Not Yet
RSP001651,ALM01570,EVT00148,Declined,2024-05-03,0,Gluten-Free,Not Yet
RSP001652,ALM01134,EVT00114,Declined,2023-11-28,4,,Yes
RSP001653,ALM00156,EVT00077,Tentative,2025-07-21,0,,Not Yet
RSP001654,ALM02086,EVT00078,Confirmed,2024-05-24,1,,Not Yet
RSP001655,ALM01762,EVT00049,Declined,2024-05-08,2,,No
RSP001656,ALM02923,EVT00011,Not Responded,2023-09-09,4,,Yes
RSP001657,ALM01406,EVT00012,Confirmed,2025-05-14,3,,Yes
RSP001658,ALM01114,EVT00051,Declined,2024-10-25,4,,No
RSP001659,ALM00993,EVT00114,Declined,2023-12-04,0,,Not Yet
RSP001660,ALM00069,EVT00083,Tentative,2026-03-05,2,,No
RSP001661,ALM01271,EVT00057,Not Responded,2026-02-05,0,,No
RSP001662,ALM01460,EVT00150,Declined,2026-02-09,2,,Not Yet
RSP001663,ALM02206,EVT00028,Confirmed,2025-12-25,0,,Yes
RSP001664,ALM00350,EVT00098,Not Responded,2023-11-05,3,,Yes
RSP001665,ALM01959,EVT00140,Not Responded,2024-01-13,4,,Yes
RSP001666,ALM02688,EVT00072,Confirmed,2023-11-12,3,,No
RSP001667,ALM01060,EVT00001,Tentative,2024-09-16,2,Wheelchair Access,Not Yet
RSP001668,ALM00146,EVT00142,Confirmed,2026-02-14,4,,Yes
RSP001669,ALM00532,EVT00118,Declined,2025-09-17,2,,Yes
RSP001670,ALM02622,EVT00036,Not Responded,2023-10-05,1,Gluten-Free,Yes
RSP001671,ALM03197,EVT00063,Confirmed,2024-04-02,3,,Not Yet
RSP001672,ALM01064,EVT00099,Confirmed,2024-11-13,4,,Yes
RSP001673,ALM01267,EVT00108,Not Responded,2025-11-01,0,,Yes
RSP001674,ALM02332,EVT00132,Confirmed,2023-11-10,2,,Yes
RSP001675,ALM03203,EVT00110,Tentative,2024-07-24,4,,No
RSP001676,ALM02922,EVT00104,Confirmed,2025-12-03,1,,Not Yet
RSP001677,ALM01115,EVT00028,Confirmed,2025-12-11,2,,Yes
RSP001678,ALM02752,EVT00016,Declined,2024-03-30,0,,Yes
RSP001679,ALM02826,EVT00063,Confirmed,2024-03-19,3,,Yes
RSP001680,ALM03371,EVT00014,Tentative,2025-03-26,4,Vegan,Not Yet
RSP001681,ALM00454,EVT00127,Confirmed,2024-11-22,4,,Not Yet
RSP001682,ALM01655,EVT00122,Confirmed,2024-03-02,4,,Yes
RSP001683,ALM02484,EVT00039,Not Responded,2025-08-17,3,Wheelchair Access,Yes
RSP001684,ALM03089,EVT00123,Confirmed,2024-10-21,1,,No
RSP001685,ALM00589,EVT00043,Confirmed,2026-02-20,3,,Not Yet
RSP001686,ALM00216,EVT00120,Confirmed,2026-01-29,2,,Not Yet
RSP001687,ALM00618,EVT00093,Confirmed,2025-06-18,1,,Yes
RSP001688,ALM01140,EVT00123,Confirmed,2024-12-06,2,,Yes
RSP001689,ALM02771,EVT00069,Declined,2024-03-14,4,,Not Yet
RSP001690,ALM02306,EVT00091,Declined,2025-03-11,4,,Yes
RSP001691,ALM01659,EVT00028,Confirmed,2025-12-13,1,Wheelchair Access,Yes
RSP001692,ALM03011,EVT00044,Tentative,2025-05-01,2,,Yes
RSP001693,ALM03066,EVT00067,Confirmed,2023-11-06,1,,Yes
RSP001694,ALM01294,EVT00081,Confirmed,2023-12-17,0,,Yes
RSP001695,ALM01709,EVT00022,Confirmed,2025-12-01,0,,No
RSP001696,ALM00355,EVT00127,Confirmed,2024-11-30,4,,Yes
RSP001697,ALM00046,EVT00150,Confirmed,2026-02-21,0,,Yes
RSP001698,ALM01075,EVT00116,Confirmed,2026-04-14,0,Vegetarian,No
RSP001699,ALM01978,EVT00066,Declined,2025-08-28,4,,Yes
RSP001700,ALM00328,EVT00146,Confirmed,2025-08-16,4,,No
RSP001701,ALM02959,EVT00146,Not Responded,2025-09-24,0,,Yes
RSP001702,ALM02167,EVT00112,Not Responded,2025-12-19,4,,No
RSP001703,ALM03215,EVT00084,Tentative,2025-07-10,0,,Yes
RSP001704,ALM00180,EVT00125,Tentative,2024-07-08,2,,Yes
RSP001705,ALM00432,EVT00097,Not Responded,2024-08-20,4,Gluten-Free,Yes
RSP001706,ALM00203,EVT00049,Tentative,2024-04-28,3,,Yes
RSP001707,ALM02326,EVT00126,Not Responded,2025-03-17,3,,Yes
RSP001708,ALM03468,EVT00106,Declined,2025-03-06,2,,Yes
RSP001709,ALM02178,EVT00006,Tentative,2024-09-01,2,,Yes
RSP001710,ALM02750,EVT00102,Not Responded,2025-01-04,1,,Yes
RSP001711,ALM02392,EVT00135,Confirmed,2024-05-22,1,,Yes
RSP001712,ALM01029,EVT00004,Confirmed,2023-12-30,2,,Not Yet
RSP001713,ALM03407,EVT00054,Confirmed,2024-02-13,2,,Not Yet
RSP001714,ALM01032,EVT00090,Declined,2024-09-29,2,,Yes
RSP001715,ALM01533,EVT00054,Declined,2024-03-20,4,,Yes
RSP001716,ALM03401,EVT00096,Declined,2024-08-06,2,,Yes
RSP001717,ALM02740,EVT00150,Tentative,2026-01-13,1,,Yes
RSP001718,ALM01620,EVT00108,Not Responded,2025-11-04,4,,Yes
RSP001719,ALM03285,EVT00112,Confirmed,2026-01-28,0,,No
RSP001720,ALM02578,EVT00072,Declined,2023-11-11,1,Vegan,Yes
RSP001721,ALM01782,EVT00092,Confirmed,2024-10-28,2,,Yes
RSP001722,ALM00079,EVT00100,Confirmed,2024-11-15,2,,Yes
RSP001723,ALM03210,EVT00121,Declined,2023-12-24,3,,Not Yet
RSP001724,ALM00961,EVT00107,Confirmed,2024-07-19,0,,Yes
RSP001725,ALM02916,EVT00072,Confirmed,2023-12-29,2,,Yes
RSP001726,ALM00947,EVT00093,Confirmed,2025-06-29,1,,Yes
RSP001727,ALM00318,EVT00095,Not Responded,2025-05-12,2,,No
RSP001728,ALM02111,EVT00049,Confirmed,2024-06-09,0,Gluten-Free,Yes
RSP001729,ALM03051,EVT00002,Declined,2024-09-29,3,,No
RSP001730,ALM02432,EVT00029,Declined,2024-06-12,3,,Yes
RSP001731,ALM00534,EVT00017,Confirmed,2024-10-24,3,,Yes
RSP001732,ALM02656,EVT00094,Confirmed,2024-03-27,4,Gluten-Free,Yes
RSP001733,ALM00323,EVT00063,Not Responded,2024-04-16,2,Vegetarian,Yes
RSP001734,ALM02842,EVT00023,Not Responded,2024-11-24,2,Vegetarian,Yes
RSP001735,ALM03086,EVT00059,Confirmed,2024-08-19,0,Vegetarian,No
RSP001736,ALM01292,EVT00101,Confirmed,2025-04-16,0,Wheelchair Access,Yes
RSP001737,ALM02741,EVT00084,Tentative,2025-06-10,2,,Yes
RSP001738,ALM00002,EVT00005,Confirmed,2025-01-30,3,,Yes
RSP001739,ALM00659,EVT00019,Confirmed,2024-04-22,0,,Yes
RSP001740,ALM00379,EVT00048,Not Responded,2024-05-23,0,,Yes
RSP001741,ALM02759,EVT00052,Not Responded,2026-01-05,3,Gluten-Free,Not Yet
RSP001742,ALM03296,EVT00141,Tentative,2024-05-22,4,Gluten-Free,No
RSP001743,ALM02854,EVT00095,Tentative,2025-05-06,2,,Yes
RSP001744,ALM03096,EVT00028,Confirmed,2026-01-06,3,,No
RSP001745,ALM02303,EVT00138,Confirmed,2023-11-17,0,,Not Yet
RSP001746,ALM00255,EVT00147,Confirmed,2025-01-11,4,,Yes
RSP001747,ALM00215,EVT00092,Confirmed,2024-12-04,0,,Yes
RSP001748,ALM00709,EVT00119,Declined,2025-07-30,2,,Yes
RSP001749,ALM01368,EVT00126,Confirmed,2025-03-12,3,,Yes
RSP001750,ALM01515,EVT00143,Not Responded,2025-03-28,1,,Yes
RSP001751,ALM01218,EVT00130,Tentative,2025-01-01,4,,Yes
RSP001752,ALM01340,EVT00116,Tentative,2026-03-15,2,,Not Yet
RSP001753,ALM02440,EVT00083,Confirmed,2026-03-19,4,,Yes
RSP001754,ALM01774,EVT00009,Confirmed,2025-06-16,2,,Yes
RSP001755,ALM02572,EVT00091,Not Responded,2025-03-21,2,,Yes
RSP001756,ALM00789,EVT00091,Confirmed,2025-03-08,0,,Yes
RSP001757,ALM03216,EVT00124,Confirmed,2024-05-18,2,,Yes
RSP001758,ALM02072,EVT00046,Declined,2025-04-26,2,,No
RSP001759,ALM01848,EVT00016,Tentative,2024-03-27,0,Gluten-Free,Not Yet
RSP001760,ALM02974,EVT00006,Not Responded,2024-09-11,3,,Yes
RSP001761,ALM01752,EVT00149,Confirmed,2025-06-02,4,,No
RSP001762,ALM00302,EVT00127,Confirmed,2024-11-13,0,,Yes
RSP001763,ALM02951,EVT00002,Not Responded,2024-10-04,0,,Yes
RSP001764,ALM03253,EVT00123,Not Responded,2024-12-02,1,,Not Yet
RSP001765,ALM00233,EVT00114,Confirmed,2023-11-02,0,,Yes
RSP001766,ALM01225,EVT00118,Confirmed,2025-08-08,0,,Yes
RSP001767,ALM01534,EVT00061,Confirmed,2026-02-23,3,,Yes
RSP001768,ALM02405,EVT00084,Not Responded,2025-07-01,2,,No
RSP001769,ALM03238,EVT00119,Tentative,2025-06-27,0,,Yes
RSP001770,ALM01335,EVT00046,Confirmed,2025-04-23,2,,Yes
RSP001771,ALM01668,EVT00011,Tentative,2023-10-27,1,,Yes
RSP001772,ALM00571,EVT00127,Confirmed,2024-11-14,3,,Yes
RSP001773,ALM00291,EVT00017,Tentative,2024-12-02,4,Wheelchair Access,Yes
RSP001774,ALM01037,EVT00047,Confirmed,2024-08-06,2,,Yes
RSP001775,ALM01160,EVT00039,Tentative,2025-09-15,3,Vegan,Yes
RSP001776,ALM02383,EVT00108,Declined,2025-10-10,4,,Not Yet
RSP001777,ALM01735,EVT00008,Confirmed,2024-04-08,3,,Yes
RSP001778,ALM00769,EVT00135,Not Responded,2024-06-04,2,Wheelchair Access,Not Yet
RSP001779,ALM00079,EVT00038,Confirmed,2026-03-11,0,,Yes
RSP001780,ALM01506,EVT00117,Confirmed,2024-11-19,3,,Yes
RSP001781,ALM01558,EVT00149,Declined,2025-06-18,3,Vegan,Not Yet
RSP001782,ALM02892,EVT00075,Confirmed,2025-04-21,1,,Yes
RSP001783,ALM00841,EVT00084,Confirmed,2025-07-29,4,,Yes
RSP001784,ALM03460,EVT00077,Confirmed,2025-06-22,2,,Yes
RSP001785,ALM01190,EVT00099,Not Responded,2024-10-07,2,,No
RSP001786,ALM00335,EVT00028,Not Responded,2025-11-27,4,,Not Yet
RSP001787,ALM01701,EVT00123,Confirmed,2024-12-06,3,,Yes
RSP001788,ALM02333,EVT00143,Confirmed,2025-05-21,2,,Not Yet
RSP001789,ALM00713,EVT00011,Confirmed,2023-09-30,3,,Yes
RSP001790,ALM01865,EVT00122,Tentative,2024-03-11,2,Vegan,Yes
RSP001791,ALM01925,EVT00082,Tentative,2025-08-20,3,,Yes
RSP001792,ALM02675,EVT00076,Confirmed,2025-05-25,0,,Yes
RSP001793,ALM02507,EVT00137,Confirmed,2024-02-13,1,,Yes
RSP001794,ALM01762,EVT00121,Confirmed,2023-12-04,0,,Yes
RSP001795,ALM03184,EVT00042,Confirmed,2026-01-09,0,,Yes
RSP001796,ALM02457,EVT00073,Confirmed,2025-01-08,1,,Yes
RSP001797,ALM00047,EVT00046,Not Responded,2025-05-02,4,Wheelchair Access,No
RSP001798,ALM01775,EVT00097,Confirmed,2024-07-22,2,,Not Yet
RSP001799,ALM03123,EVT00029,Confirmed,2024-05-21,1,,Yes
RSP001800,ALM03006,EVT00072,Confirmed,2023-12-26,4,Vegan,Yes
RSP001801,ALM02100,EVT00013,Not Responded,2024-11-06,4,,Yes
RSP001802,ALM01134,EVT00003,Confirmed,2025-10-21,1,,Not Yet
RSP001803,ALM01645,EVT00076,Confirmed,2025-06-15,1,,Yes
RSP001804,ALM02340,EVT00027,Confirmed,2025-01-23,4,,No
RSP001805,ALM03066,EVT00092,Confirmed,2024-11-15,2,,Yes
RSP001806,ALM01486,EVT00124,Confirmed,2024-05-21,0,,Yes
RSP001807,ALM02595,EVT00136,Not Responded,2024-09-28,2,,Yes
RSP001808,ALM01298,EVT00088,Confirmed,2024-12-15,1,,Yes
RSP001809,ALM03044,EVT00021,Confirmed,2025-12-13,4,,Not Yet
RSP001810,ALM03130,EVT00085,Declined,2025-07-10,1,,No
RSP001811,ALM02337,EVT00107,Declined,2024-06-17,1,,Yes
RSP001812,ALM01383,EVT00083,Tentative,2026-03-28,1,,Not Yet
RSP001813,ALM02821,EVT00098,Not Responded,2023-11-19,4,,No
RSP001814,ALM02063,EVT00140,Not Responded,2024-01-27,0,,Not Yet
RSP001815,ALM00995,EVT00148,Declined,2024-04-29,4,Gluten-Free,Not Yet
RSP001816,ALM01699,EVT00047,Tentative,2024-09-06,3,,Yes
RSP001817,ALM00742,EVT00079,Declined,2025-09-02,1,Gluten-Free,No
RSP001818,ALM02552,EVT00129,Declined,2026-01-31,3,Gluten-Free,Yes
RSP001819,ALM00700,EVT00145,Not Responded,2024-12-23,2,,No
RSP001820,ALM01856,EVT00147,Declined,2025-02-12,1,,Yes
RSP001821,ALM03101,EVT00090,Confirmed,2024-09-04,1,,Yes
RSP001822,ALM03053,EVT00051,Confirmed,2024-10-28,4,,No
RSP001823,ALM03340,EVT00150,Declined,2026-01-25,2,,Yes
RSP001824,ALM02998,EVT00014,Not Responded,2025-04-02,1,,Not Yet
RSP001825,ALM02006,EVT00123,Confirmed,2024-10-29,2,Vegetarian,Not Yet
RSP001826,ALM02996,EVT00067,Not Responded,2023-11-08,4,Vegan,Yes
RSP001827,ALM02588,EVT00010,Tentative,2025-11-18,3,,Not Yet
RSP001828,ALM03271,EVT00115,Confirmed,2025-06-30,0,,Yes
RSP001829,ALM00468,EVT00107,Declined,2024-06-21,4,Wheelchair Access,Yes
RSP001830,ALM01003,EVT00053,Not Responded,2024-05-25,4,,Not Yet
RSP001831,ALM02808,EVT00140,Confirmed,2024-01-19,2,Vegan,No
RSP001832,ALM00486,EVT00091,Confirmed,2025-04-16,1,,No
RSP001833,ALM03007,EVT00004,Not Responded,2023-12-28,3,,Not Yet
RSP001834,ALM03048,EVT00031,Tentative,2025-10-29,3,,Not Yet
RSP001835,ALM00208,EVT00067,Confirmed,2023-12-29,4,,Not Yet
RSP001836,ALM02465,EVT00044,Confirmed,2025-04-24,3,Vegetarian,Not Yet
RSP001837,ALM01878,EVT00135,Tentative,2024-06-06,4,Gluten-Free,No
RSP001838,ALM00708,EVT00036,Confirmed,2023-10-02,4,,Yes
RSP001839,ALM02630,EVT00048,Not Responded,2024-07-05,1,,Yes
RSP001840,ALM01116,EVT00035,Not Responded,2025-05-25,1,,Not Yet
RSP001841,ALM01550,EVT00062,Tentative,2025-07-26,2,,Not Yet
RSP001842,ALM00361,EVT00067,Not Responded,2023-11-26,0,,Not Yet
RSP001843,ALM01945,EVT00069,Confirmed,2024-02-25,4,,No
RSP001844,ALM02432,EVT00033,Confirmed,2024-03-23,0,,Not Yet
RSP001845,ALM02874,EVT00020,Not Responded,2024-07-27,0,,Yes
RSP001846,ALM00382,EVT00089,Tentative,2025-01-05,2,,Yes
RSP001847,ALM01534,EVT00067,Confirmed,2023-12-09,1,,Yes
RSP001848,ALM02074,EVT00085,Not Responded,2025-06-29,4,,Yes
RSP001849,ALM02635,EVT00076,Confirmed,2025-06-05,2,,No
RSP001850,ALM00775,EVT00024,Tentative,2026-01-06,0,Vegetarian,Not Yet
RSP001851,ALM00634,EVT00057,Declined,2026-03-04,1,Vegetarian,Not Yet
RSP001852,ALM02885,EVT00129,Declined,2026-03-21,2,,Not Yet
RSP001853,ALM01816,EVT00017,Tentative,2024-10-26,1,,No
RSP001854,ALM00012,EVT00027,Confirmed,2025-02-15,4,Gluten-Free,Yes
RSP001855,ALM00887,EVT00084,Tentative,2025-06-08,0,,No
RSP001856,ALM01960,EVT00107,Confirmed,2024-06-25,1,,No
RSP001857,ALM02549,EVT00109,Not Responded,2024-03-11,2,,Yes
RSP001858,ALM02428,EVT00070,Confirmed,2023-09-18,1,,Yes
RSP001859,ALM02051,EVT00146,Tentative,2025-08-14,4,Wheelchair Access,Not Yet
RSP001860,ALM02317,EVT00040,Not Responded,2026-01-22,0,,No
RSP001861,ALM01483,EVT00019,Not Responded,2024-05-03,0,,Yes
RSP001862,ALM02464,EVT00132,Confirmed,2023-10-04,3,,Yes
RSP001863,ALM02313,EVT00003,Tentative,2025-11-29,1,,Yes
RSP001864,ALM00983,EVT00068,Declined,2024-02-01,0,,Yes
RSP001865,ALM02223,EVT00034,Declined,2024-12-01,1,,Yes
RSP001866,ALM00431,EVT00119,Declined,2025-07-20,0,,Yes
RSP001867,ALM02296,EVT00053,Not Responded,2024-04-12,0,,No
RSP001868,ALM02432,EVT00071,Confirmed,2026-02-08,4,,Yes
RSP001869,ALM02891,EVT00014,Tentative,2025-04-10,3,,No
RSP001870,ALM01236,EVT00102,Declined,2024-12-02,1,Gluten-Free,Yes
RSP001871,ALM02657,EVT00030,Not Responded,2024-11-15,3,,Yes
RSP001872,ALM02666,EVT00035,Declined,2025-05-12,4,,Yes
RSP001873,ALM03085,EVT00110,Declined,2024-08-07,3,Gluten-Free,Yes
RSP001874,ALM01320,EVT00041,Not Responded,2023-10-31,1,,Yes
RSP001875,ALM00864,EVT00139,Confirmed,2025-04-03,1,,Yes
RSP001876,ALM03238,EVT00004,Tentative,2024-01-12,4,,Yes
RSP001877,ALM03435,EVT00067,Declined,2023-11-11,4,Wheelchair Access,Yes
RSP001878,ALM01665,EVT00083,Tentative,2026-02-24,0,,No
RSP001879,ALM00496,EVT00117,Confirmed,2024-11-22,2,,No
RSP001880,ALM00809,EVT00108,Confirmed,2025-10-07,4,Gluten-Free,No
RSP001881,ALM03037,EVT00061,Declined,2026-01-20,4,,Yes
RSP001882,ALM00127,EVT00086,Tentative,2023-11-20,0,,Yes
RSP001883,ALM02191,EVT00013,Not Responded,2024-11-14,0,Gluten-Free,Yes
RSP001884,ALM02320,EVT00058,Confirmed,2024-12-14,1,Wheelchair Access,No
RSP001885,ALM03290,EVT00125,Tentative,2024-06-13,2,,Yes
RSP001886,ALM02839,EVT00045,Confirmed,2025-10-27,1,,No
RSP001887,ALM01820,EVT00100,Confirmed,2024-11-06,4,,Yes
RSP001888,ALM00895,EVT00069,Confirmed,2024-03-29,3,,No
RSP001889,ALM01690,EVT00097,Confirmed,2024-08-04,3,,Yes
RSP001890,ALM00027,EVT00018,Confirmed,2024-07-24,4,,Yes
RSP001891,ALM02979,EVT00097,Not Responded,2024-09-14,0,,Yes
RSP001892,ALM01887,EVT00078,Not Responded,2024-05-29,4,,Yes
RSP001893,ALM00790,EVT00001,Confirmed,2024-09-10,4,,Yes
RSP001894,ALM00640,EVT00139,Declined,2025-03-01,3,Vegetarian,Yes
RSP001895,ALM00982,EVT00088,Confirmed,2025-01-09,1,,Yes
RSP001896,ALM01275,EVT00120,Confirmed,2026-01-18,2,,Yes
RSP001897,ALM01031,EVT00056,Not Responded,2024-09-02,0,,Not Yet
RSP001898,ALM02203,EVT00039,Declined,2025-08-31,1,Gluten-Free,Yes
RSP001899,ALM01581,EVT00141,Confirmed,2024-05-22,3,,Yes
RSP001900,ALM02790,EVT00037,Tentative,2026-02-24,4,,Not Yet
RSP001901,ALM01760,EVT00150,Tentative,2026-01-17,0,Wheelchair Access,Yes
RSP001902,ALM03296,EVT00112,Declined,2026-01-24,3,,Yes
RSP001903,ALM02239,EVT00044,Confirmed,2025-06-06,1,,No
RSP001904,ALM01157,EVT00022,Not Responded,2025-12-13,3,,Yes
RSP001905,ALM01295,EVT00085,Tentative,2025-07-02,0,Gluten-Free,Yes
RSP001906,ALM00673,EVT00082,Declined,2025-09-05,1,,Yes
RSP001907,ALM01276,EVT00002,Confirmed,2024-11-02,3,,Yes
RSP001908,ALM01518,EVT00141,Not Responded,2024-04-23,3,,Not Yet
RSP001909,ALM02078,EVT00086,Tentative,2023-11-20,1,,Yes
RSP001910,ALM02757,EVT00003,Confirmed,2025-11-16,1,,Yes
RSP001911,ALM03319,EVT00064,Declined,2025-06-06,3,,Yes
RSP001912,ALM01402,EVT00064,Confirmed,2025-06-24,4,,Yes
RSP001913,ALM03311,EVT00100,Confirmed,2024-12-20,4,,Not Yet
